Condition_Year_Make_Model,Price,Dealer_Make,Dealer,Vin,Stock
pre-owned 2014 dodge durango sxt,,"['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 1C4RDJAG0EC287228,
pre-owned 2022 dodge durango gt plus,"$33,500","['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 1C4RDHDGXNC210435,
pre-owned 2022 dodge durango sxt,"$26,000","['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 1C4RDHAGXNC102479,
certified pre-owned 2024 jeep wrangler rubicon,"$51,500","['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 1C4PJXFG0RW286029,
certified pre-owned 2024 jeep wrangler willys,"$43,500","['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 1C4PJXDG6RW286023,
certified pre-owned 2024 jeep wrangler willys,"$43,500","['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 1C4PJXDG5RW252185,
certified pre-owned 2021 jeep cherokee latitude lux,"$27,000","['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 1C4PJMMX8MD219930,
certified pre-owned 2021 jeep cherokee latitude lux,"$27,000","['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 1C4PJMMX8MD215862,
certified pre-owned 2023 jeep cherokee altitude,"$26,500","['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 1C4PJMMB4PD114875,
pre-owned 2022 jeep cherokee limited,"$29,500","['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 1C4PJMDX5ND504618,
pre-owned 2019 jeep cherokee limited,"$23,500","['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 1C4PJMDX2KD397216,
certified pre-owned 2021 jeep cherokee trailhawk,"$27,000","['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 1C4PJMBX3MD239022,
pre-owned 2019 jeep cherokee trailhawk,"$20,000","['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 1C4PJMBX2KD298463,
pre-owned 2018 jeep cherokee trailhawk,"$23,000","['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 1C4PJMBB0JD548009,
certified pre-owned 2019 jeep cherokee latitude plus,"$20,500","['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 1C4PJLLB1KD175945,
pre-owned 2019 jeep cherokee latitude,"$13,000","['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 1C4PJLCXXKD206816,
pre-owned 2023 jeep wrangler sahara 4xe,"$35,500","['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 1C4JJXP67PW627015,
certified pre-owned 2023 jeep wrangler sahara 4xe,"$35,000","['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 1C4JJXP65PW630320,
pre-owned 2021 jeep wrangler sahara 4xe,"$35,500","['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 1C4JJXP60MW855935,
pre-owned 2021 jeep wrangler rubicon,"$42,000","['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 1C4HJXFG4MW508312,
certified pre-owned 2021 jeep wrangler sahara,"$37,000","['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 1C4HJXEN9MW839080,
certified pre-owned 2021 jeep wrangler sahara,"$33,000","['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 1C4HJXEGXMW514598,
certified pre-owned 2022 jeep wrangler sahara,"$37,000","['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 1C4HJXEG4NW163592,
certified pre-owned 2021 jeep wrangler sahara altitude,"$37,000","['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 1C4HJXEG2MW655553,
certified pre-owned 2020 jeep wrangler sport s,"$28,000","['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 1C4HJXDN1LW204371,
pre-owned 2019 jeep wrangler sport,"$30,500","['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 1C4HJXDG9KW510511,
certified pre-owned 2021 jeep wrangler willys,"$31,500","['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 1C4HJXDG7MW593617,
pre-owned 2022 jeep wrangler sport s,"$35,000","['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 1C4HJXDG5NW230282,
certified pre-owned 2016 jeep wrangler sport,"$22,000","['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 1C4HJWDG7GL348008,
certified pre-owned 2015 jeep wrangler sport,"$24,000","['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 1C4BJWDG5FL566548,
pre-owned 2015 chrysler 200 c,"$13,000","['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 1C3CCCCG0FN740193,
certified pre-owned 2022 honda civic sport touring,"$30,000","['Chrysler', 'Dodge', 'Jeep', 'RAM']",3,VIN: 19XFL1H8XNE007831,
new 2024 chrysler pacifica hybrid hybrid premium s appearance pkg,"$58,355","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2024 chrysler pacifica limited,"$52,915","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 chrysler pacifica hybrid hybrid pinnacle,"$61,480","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2016 dodge journey crossroad plus,"$14,384","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2020 dodge charger sxt,"$19,316","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2019 dodge charger gt,"$20,895","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2023 dodge charger sxt,"$22,984","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2023 dodge charger sxt,"$23,251","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2020 dodge charger r/t,"$25,830","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2022 dodge durango sxt,"$27,416","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2022 dodge durango gt plus,"$31,303","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2021 dodge durango r/t,"$32,747","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 dodge durango gt,"$42,480","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 dodge durango gt,"$43,280","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2024 dodge hornet r/t plus,"$52,180","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2023 dodge challenger gt,"$46,110","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2023 dodge challenger r/t scat pack,"$58,120","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2024 dodge charger r/t,"$70,970","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 dodge charger r/t,"$61,590","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 dodge charger r/t,"$61,590","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 dodge charger r/t,"$61,590","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 dodge charger r/t,"$61,590","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 dodge charger r/t,"$61,590","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 dodge charger r/t,"$61,590","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 dodge charger r/t,"$62,685","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 dodge charger r/t,"$62,685","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 dodge charger r/t,"$62,685","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2023 dodge challenger r/t scat pack,"$58,120","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 dodge durango r/t 20th anniversary plus,"$64,065","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 dodge charger r/t,"$66,585","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2023 dodge charger scat pack,"$66,870","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2024 dodge charger scat pack,"$82,970","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 dodge charger scat pack,"$79,680","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 dodge charger scat pack,"$82,970","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2024 fiat 500e inspi(red),"$34,095","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2019 jeep cherokee latitude,"$14,698","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2015 jeep grand cherokee limited,"$15,015","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2014 jeep wrangler unlimited sahara,"$17,638","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2020 jeep cherokee latitude plus,"$22,521","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2015 jeep wrangler unlimited altitude,"$22,551","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2021 jeep grand cherokee laredo x,"$26,109","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2017 jeep wrangler rubicon,"$26,248","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2021 jeep grand cherokee l limited,"$26,782","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2020 jeep grand cherokee upland,"$27,050","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2020 jeep grand cherokee summit,"$27,808","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2022 jeep grand cherokee limited,"$27,825","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2022 jeep grand cherokee wk laredo x,"$28,011","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2020 jeep grand cherokee altitude,"$28,982","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2021 jeep wrangler unlimited sahara,"$30,734","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2020 jeep wrangler unlimited sahara,"$30,807","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2021 jeep wrangler unlimited sahara high altitude,"$31,266","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2022 jeep grand cherokee l altitude,"$31,411","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2021 jeep wrangler unlimited sahara,"$32,462","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2023 jeep grand cherokee l limited,"$36,224","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2021 jeep gladiator high altitude,"$36,525","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee,"$39,425","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2022 jeep wagoneer series ii,"$36,749","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee laredo x,"$40,175","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2022 jeep wrangler unlimited rubicon,"$37,583","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2022 jeep wagoneer series ii,"$37,798","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee laredo x,"$40,775","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2024 jeep grand cherokee l altitude,"$38,135","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler sport s,"$42,220","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee l laredo x,"$42,525","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler sport,"$41,685","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2022 jeep grand cherokee overland,"$39,793","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee l laredo,"$42,830","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee l laredo x,"$43,330","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee laredo x,"$43,165","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee l laredo x,"$43,925","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee l laredo x,"$43,925","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee l laredo x,"$43,925","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee l laredo x,"$43,870","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep gladiator nighthawk,"$45,200","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep gladiator nighthawk,"$45,435","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler sport s,"$46,610","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler sport s,"$47,600","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep gladiator nighthawk,"$46,950","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee laredo,"$44,195","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep gladiator nighthawk,"$47,040","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee l limited,"$49,295","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee altitude,"$48,870","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee altitude x,"$49,370","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler sport s,"$49,075","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler sport,"$47,980","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep gladiator sport s,"$50,970","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler sport,"$48,660","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler sport,"$48,895","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee l altitude x,"$50,775","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler willys,"$50,980","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler sport s,"$50,470","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee limited,"$50,935","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep gladiator sport s,"$52,775","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep gladiator sport s,"$52,775","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler sport s,"$51,475","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee limited,"$51,840","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler sport s,"$52,170","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler sport s,"$52,275","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee limited,"$52,435","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee l limited,"$54,240","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler sport s,"$53,190","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep gladiator rubicon,"$59,175","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee l limited,"$54,835","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler sport s,"$53,965","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler sport s,"$53,965","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee l limited,"$55,435","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler sahara,"$54,850","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee limited,"$54,765","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee limited,"$54,865","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee limited,"$55,360","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee limited,"$55,360","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler sport s,"$55,545","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler sport s,"$55,590","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee l limited,"$57,560","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee limited,"$56,455","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee limited,"$56,455","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee limited,"$56,455","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee limited,"$56,655","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler willys,"$56,670","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler sport s,"$57,460","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee l limited,"$58,755","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler sport s,"$57,945","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2024 jeep grand cherokee 4xe 4xe,"$68,430","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2024 jeep grand cherokee 4xe 4xe,"$68,430","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2024 jeep grand cherokee 4xe 4xe,"$68,430","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler sport s,"$58,550","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2024 jeep grand cherokee 4xe trailhawk,"$70,650","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler sport s,"$60,045","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wagoneer s limited,"$67,590","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wagoneer s limited,"$67,590","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wagoneer s limited,"$67,590","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2024 jeep grand cherokee limited,"$58,460","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler sahara,"$61,000","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee l overland,"$62,580","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2024 jeep wrangler rubicon,"$70,055","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler sahara,"$63,230","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler sahara,"$64,050","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler rubicon,"$64,790","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler sahara,"$64,380","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2024 jeep grand cherokee 4xe overland,"$75,870","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler sahara,"$65,045","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler sahara,"$65,305","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler rubicon,"$66,270","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2024 jeep grand cherokee 4xe overland,"$78,060","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2024 jeep grand cherokee 4xe overland,"$78,655","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler rubicon,"$67,420","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee l summit reserve,"$67,940","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler rubicon,"$67,795","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2024 jeep grand cherokee 4xe overland,"$80,925","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wagoneer base,"$67,940","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2024 jeep grand cherokee 4xe overland,"$81,520","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep grand cherokee summit reserve,"$72,395","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler rubicon,"$73,185","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2024 jeep wagoneer series ii,"$78,635","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler rubicon x,"$78,080","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 jeep wrangler rubicon x,"$79,335","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2024 jeep grand wagoneer series ii,"$110,135","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2024 jeep grand wagoneer series iii,"$119,885","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2019 ram 1500 laramie,"$28,993","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2019 ram 1500 big horn/lone star,"$30,306","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2020 ram 1500 big horn,"$30,662","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2021 ram 1500 big horn,"$31,440","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2020 ram 1500 big horn,"$32,064","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2022 ram 1500 big horn,"$32,544","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2013 toyota rav4 le,"$12,597","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2017 kia sedona lx,"$12,600","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2020 volkswagen jetta se,"$16,628","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2018 honda civic sedan lx,"$19,135","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2018 bmw x5 sdrive35i,"$19,927","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2022 kia k5 gt-line,"$22,887","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2021 toyota camry le,"$22,992","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2021 honda pilot ex-l,"$26,132","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2023 honda civic sedan sport,"$26,249","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2022 toyota camry xse,"$27,149","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2023 mazda cx-9 touring,"$27,406","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2019 chevrolet silverado 1500 ltz,"$28,348","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2015 bmw m4 base,"$28,875","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2023 audi q5 s line premium plus,"$31,236","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2021 ford super duty f-350 srw xl,"$31,290","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2021 mercedes-benz glc 300,"$31,488","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2021 ford mustang gt premium,"$32,252","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2022 toyota tacoma 4wd sr5,"$36,455","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2021 toyota 4runner limited,"$37,590","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2022 toyota tacoma 4wd sr5,"$37,794","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2022 bmw x5 xdrive40i,"$39,394","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2022 bmw 4 series 430i xdrive,"$40,425","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 ram 1500 tradesman,"$48,710","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 ram 1500 tradesman,"$48,710","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 ram 1500 tradesman,"$48,955","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 ram 1500 tradesman,"$49,005","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 ram 1500 tradesman,"$48,955","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 ram 1500 big horn,"$53,070","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 ram promaster tradesman,"$47,500","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 ram 1500 tradesman,"$46,715","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 ram 1500 tradesman,"$52,560","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 ram 1500 tradesman,"$52,560","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 ram 1500 tradesman,"$52,805","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 ram 1500 tradesman,"$53,975","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 ram 1500 tradesman,"$53,975","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 ram 1500 tradesman,"$54,220","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 ram 1500 tradesman,"$54,270","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 ram 1500 tradesman,"$54,955","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
new 2025 ram 1500 tradesman,"$55,005","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
pre-owned 2023 chevrolet silverado 1500 rst,"$49,966","['Chrysler', 'Dodge', 'Jeep', 'RAM']",4,,
